chr	po	NAME	TCGA.A1.A0SK.01A	TCGA.A1.A0SO.01A	TCGA.A2.A04W.01A	TCGA.A2.A0D0.01A	TCGA.A2.A0D1.01A	TCGA.A2.A0EQ.01A	TCGA.A2.A0ET.01A	TCGA.A8.A06N.01A	TCGA.A8.A06Y.01A	TCGA.A8.A06Z.01A	TCGA.A8.A081.01A	TCGA.A8.A083.01A	TCGA.A8.A08J.01A	TCGA.A8.A09X.01A	TCGA.AN.A04D.01A	TCGA.AN.A0FJ.01A	TCGA.AN.A0FV.01A	TCGA.AN.A0FZ.01A	TCGA.AO.A0J2.01A	TCGA.AO.A0J3.01A	TCGA.AO.A0J6.01A	TCGA.AO.A0JC.01A	TCGA.AO.A0JI.01A	TCGA.AO.A0JL.01A	TCGA.AO.A124.01A	TCGA.AO.A125.01A	TCGA.AO.A12B.01A	TCGA.AO.A12D.01A	TCGA.AO.A12H.01A	TCGA.AQ.A04L.01B	TCGA.AR.A0TP.01A	TCGA.AR.A0TR.01A	TCGA.AR.A0TV.01A	TCGA.AR.A1AI.01A	TCGA.AR.A1AS.01A	TCGA.B6.A0I2.01A	TCGA.B6.A0IA.01A	TCGA.B6.A0IC.01A	TCGA.B6.A0RL.01A	TCGA.B6.A0RM.01A	TCGA.B6.A0RS.01A	TCGA.B6.A0X4.01A	TCGA.B6.A0X5.01A	TCGA.BH.A0DL.01A	TCGA.BH.A0E0.01A	TCGA.BH.A0EE.01A	TCGA.BH.A0HW.01A	TCGA.BH.A18N.01A	TCGA.C8.A12L.01A	TCGA.C8.A12M.01A	TCGA.C8.A12P.01A	TCGA.C8.A12U.01A	TCGA.C8.A133.01A	TCGA.D8.A13Y.01A	TCGA.D8.A13Z.01A	TCGA.E2.A14Y.01A	TCGA.E2.A158.01A	TCGA.E2.A15K.06A	TCGA.E2.A15R.01A	TCGA.E2.A1B0.01A
2	173934885	CDCA7	3.883	2.709	0.925	3.394	2.424	1.251	-1.072	-0.041	-0.038	-1.787	-0.306	-2.066	-0.189	1.148	2.61	3.808	0.128	-0.229	1.45	-1.988	1.678	1.707	-1.137	1.752	3.464	-1.392	-1.17	0.463	-1.335	-0.872	2.441	-1.624	1.24	2.662	-1.905	1.287	-1.344	-0.932	2.163	0.162	2.666	-1.308	-1.967	2.496	1.042	2.58	0.111	-1.583	1.358	-1.204	1.49	0.591	-1.161	2.214	2.7	2.297	1.791	-1.958	-1.236	1.385
2	176704168	HOXD8	1.296	-1.787	1.046	-2.509	3.268	-0.908	-1.366	-1.584	-0.865	-0.951	-0.724	0.053	1.077	-0.323	-1.319	-0.135	1.152	-0.668	-1.549	-1.336	-1.928	-0.811	-0.685	-0.607	-1.522	-1.235	-1.191	0.755	-0.133	-0.179	-1.419	2.48	-0.94	-1.812	-0.845	-2.378	-2.046	-1.604	-2.57	-0.836	-0.538	-1.993	-1.63	0.457	-1.295	0.995	-1.367	-0.391	-0.736	-0.869	-0.252	-1.277	-0.802	-1.273	0.716	-1.504	-2.371	2.261	-0.746	-0.259
2	176762716	HOXD1	1.873	-1.9	1.009	-1.245	3.022	-0.696	-1.395	-1.777	-0.108	-1.35	-0.615	-1.874	0.192	-0.033	-1.394	-0.697	1.129	0.544	1.043	-1.614	-2.374	-0.572	-1.394	-0.88	-1.728	-0.515	-1.851	-0.506	-1.067	-0.378	-0.719	2.951	1.895	-2.164	-2.018	-2.076	-1.971	-1.83	-1.256	0.123	-0.95	-0.981	-1.101	-0.038	-1.729	2.496	-1.386	-1.046	-0.264	-0.475	0.402	0.733	-0.617	0.077	1.662	-1.238	-1.147	-1.76	-0.791	-0.765
2	178869930	OSBPL6	-0.38	-0.891	0.986	0.671	-2.874	1.505	0.282	1.672	-0.223	-3.344	2.451	0.682	2.083	-0.152	-0.738	-2.7	1.949	-1.91	1.98	1.836	-0.353	-1.499	0.507	-0.797	-1.908	1.915	-1.586	-0.052	1.396	-0.645	0.25	0.358	-2.695	-3.941	0.497	-2.199	1.199	0.7	1.051	3.155	-2.978	-0.064	-3.147	-1.283	-2.134	0.076	0.694	-0.355	0.275	1.496	-2.181	-3.555	-0.632	0.868	-1.7	-0.132	0.356	-1.085	1.688	0.758
2	181594876	UBE2E3	1.175	1.831	0.539	0.679	-2.569	0.905	-2.772	-1.889	-0.083	-0.045	1.483	-1.671	-1.06	-0.05	1.968	1.925	-0.065	-0.406	1.575	-3.326	1.056	-0.006	-2.184	-0.641	1.749	-3.345	-3.044	0.435	-2.306	0.994	1.315	-3.05	-1.684	1.091	0.633	0.086	-0.942	-0.735	-4.229	-0.067	0.858	-2.731	-2.7	0.936	0.047	-0.021	-2.304	0.501	1.452	-1.937	0.4	-1.476	-3.164	0.66	1.129	0.616	1.79	-2.982	-1.675	0.098
2	182484212	SSFA2	-0.772	-0.06	0.16	0.304	-1.513	-0.071	2.145	-0.451	-0.284	0.24	-0.653	3.265	2.479	-0.524	-0.054	1.491	0.17	-0.282	0.062	-0.512	-0.318	2.22	-0.801	-0.405	0.411	2.81	-0.124	-0.47	1.581	-0.338	0.826	-0.235	0.168	0.7	-0.538	-0.117	-1.187	0.729	0.004	-0.223	-1.346	4.279	-0.211	1.377	-1.101	1.369	-0.672	2.422	0.814	-0.828	-0.466	-0.839	2.726	-0.209	-0.492	0.015	1.529	2.806	0.716	-0.495
2	182624762	PPP1R1C	-1.282	0.008	-0.47	-0.672	-0.662	-0.898	2.592	-1.046	-0.395	2.242	0.583	2.232	4.748	-0.372	-0.725	1.115	0.415	2.907	-0.352	-0.237	2.993	3.491	-0.623	1.336	1.194	3.808	2.111	-0.584	-0.335	-0.859	0.77	-0.375	0.286	-0.928	-1.098	-0.145	-1.362	0.466	-0.558	-0.3	-0.82	6.654	2.464	2.312	-0.766	0.73	-1.511	4.446	0.629	-0.235	-0.711	-0.327	-1.262	-0.272	-1.403	3.244	0.284	3.285	0.26	-1.585
2	189678868	COL5A2	-1.707	-2.572	0.792	-2.428	0.102	-0.68	-3.014	-4.19	-1.435	-1.783	-1.806	-1.773	1.002	0.236	-2.078	-0.536	1.14	0.632	-0.446	-2.779	-2.023	-2.321	-2.269	-0.822	-1.863	-3.001	-2.149	0.494	-1.51	0.576	-1.809	-4.115	-1.879	-2.11	0.334	-2.564	-1.253	-3.669	-4.265	-1.142	0.143	-2.282	-0.907	-0.565	-1.791	-2.026	-2.623	-0.599	-0.324	-1.835	0.622	-2.197	-3.075	-0.715	0.391	-0.676	-2.913	-3.98	-0.707	0.494
2	190143671	SLC40A1	-2.68	-2.522	-0.177	-3.502	-1.601	-1.138	-0.13	-1.6	-1.585	-1.583	0.701	-2.261	-0.548	0.916	-1.325	-1.394	-0.139	-0.079	-1.234	-1.546	-3.534	0.839	-1.383	-2.381	-2.51	1.149	-1.508	0.902	-1.218	0.152	-0.987	-1.578	-1.344	-1.808	3.073	-3.735	1.663	1.421	-4.787	0.781	-0.213	0.009	-0.672	-0.266	-1.318	-1.111	-1.645	-2.457	2.671	-0.829	-1.299	-2.198	-2.22	-1.927	-0.948	-3.835	-2.196	-0.354	-1.502	-0.373
2	192413764	SDPR	-3.787	-0.604	-0.1	-0.44	-1.737	-1.24	-0.337	-1.666	-0.992	-0.586	-1.295	-0.766	-0.918	-0.654	-0.075	-0.268	-0.54	-0.525	-1.477	-0.003	-2.275	2.152	2.95	-0.057	-0.63	-0.508	0.967	-1.022	-0.033	-1.795	-1.225	0.923	-0.806	-2.24	-3.698	-1.754	-3.38	-2.377	-2.749	0.497	0.092	-2.174	-0.922	-0.472	-1.439	-2.416	-0.941	-1.217	-2.142	0.143	-2.109	-0.53	-0.173	-1.546	-1.168	-1.943	-2.459	-0.418	-0.799	-0.014
2	198550262	PLCL1	2.526	1.437	2.247	-0.841	-1.045	-0.188	-0.932	-0.769	0.678	-0.623	-0.659	0.834	-0.805	-0.317	-1.093	-0.43	-0.604	-0.286	-0.531	1.999	-1.362	0.46	-0.617	0.714	0.239	1.946	0.229	0.829	-0.922	-0.94	1.462	-1.14	-0.372	-0.717	3.15	-1.375	1.995	-1.433	-1.632	-0.506	0.559	-1.098	2.205	1.018	-0.932	-0.985	-0.895	-0.775	0.964	-0.636	0.207	-1.018	-1.103	0.439	-0.672	-0.748	-2.084	-1.405	-1.319	-0.417
2	199943350	SATB2	-1.914	-2.363	-0.075	-1.93	-1.502	-1.159	1.627	1.766	2.428	-1.796	-0.786	-1.02	-0.046	-1.185	-2.533	0.41	-0.391	1.73	-1.118	0.463	1.02	0.324	2.096	-0.025	-0.62	0.00025	-0.084	0.337	0.025	-0.541	-1.013	-0.905	-0.64	-2.256	-0.561	-1.073	-1.415	0.368	-1	-0.49	-0.492	-0.443	2.126	-0.381	-1.463	-1.067	0.684	-0.151	1.786	0.738	0.037	-1.181	1.428	-0.607	-0.602	0.077	0.41	-2.141	-0.294	-0.242
2	202609480	FZD7	0.983	0.209	0.461	1.736	1.134	-0.535	-0.71	-2.94	0.34	-3.457	0.629	-2.832	-0.699	-0.843	1.715	2.947	-0.378	-0.836	-1.343	-1.436	0.975	-1.298	-1.27	1.004	-0.038	-1.685	2.024	0.71	-0.716	0.023	2.066	-1.171	-3.279	1.533	-0.65	0.544	-2.631	-2.245	-0.641	-2.424	-0.928	0.793	-0.884	1.922	-0.811	-2.542	-0.186	-0.4	-0.936	-2.572	-0.4	-3.556	-2.154	-1.127	-0.306	1.836	4.52	-0.899	0.193	-0.425
2	204295661	CD28	-3.118	-0.53	-0.435	-0.38	-2.087	2.381	-0.531	1.235	-1.481	0.101	1.25	-2.158	-0.688	1.191	-0.625	-0.053	-0.381	-0.431	-0.038	-0.519	-0.192	4.401	0.849	-0.516	-1.164	-2.625	-1.439	1.785	0.322	-0.138	-0.29	-0.278	0.412	0.364	-0.476	1.108	-1.9	-1.354	-1.942	-0.737	0.578	-2.379	-0.717	0.415	0.346	-0.778	-2.018	-1.157	-0.796	0.181	-0.615	-0.206	0.886	-0.181	0.138	-1.829	-0.592	-2.193	-1.694	0.104
2	204522129	ICOS	-1.585	-0.091	-0.32	1.395	0.085	2.227	0.358	-1.746	-0.999	-1.133	1.416	-1.101	-0.148	1.496	-1.419	-0.183	-1.255	-1.772	0.861	-1.378	1.214	3.187	-0.232	-1.879	-0.116	-1.428	-0.753	2.092	-2.318	-0.773	-2.215	0.424	1.163	2.421	-3.19	1.348	-1.425	-2.556	-1.813	-0.917	1.176	-1.901	-1.333	1.992	1.174	1.231	-1.116	-1.099	0.559	-0.035	1.295	0.554	-2.937	-2.587	1.487	0.573	-0.198	-1.051	-1.654	1.108
2	206867580	ZDBF2	3.176	2.358	0.869	0.228	-2.224	-0.789	-1.427	1.99	2.034	-2.149	-2.461	-0.93	-0.86	-0.401	-3.025	2.391	-0.406	-0.344	-1.138	-1.502	-0.844	0.94	-1.321	-0.644	0.487	-1.832	2.103	-0.1	3.316	-1.433	-2.476	-1.126	2.166	-1.902	-1.707	-0.558	-0.337	-1.636	0.404	1.944	-0.413	2.38	-1.713	-0.478	-0.791	-2.702	1.764	1.022	-0.826	1.656	-0.408	1.202	0.682	0.881	-0.691	-1.087	1.559	-2.458	-1.763	-0.252
2	209023638	PTH2R	0.241	3.641	1.729	3.798	1.267	-0.197	-1.109	-0.914	1.344	-0.454	0.344	-1.773	0.375	0.369	-0.467	4.552	2.747	1.452	1.203	-1.769	-1.021	0.507	-1.786	0.066	-1.424	-1.577	0.562	-0.613	-0.552	0.187	-1.911	0.091	-1.179	4.247	-0.418	-1.053	-1.705	-1.224	-1.629	-1.816	-0.253	-0.919	-1.328	2.961	-0.128	-1.287	-1.98	-0.55	2.188	-1.348	3.356	2.338	-0.758	0.705	0.748	0.608	-1.248	0.125	-0.869	0.526
2	210779710	ACADL	-0.128	5.202	-0.355	0.841	-0.404	-0.46	-0.152	-1.785	-0.638	-0.423	-1.211	-1.124	-0.718	4.204	2.636	4.094	-0.608	-0.587	1.329	-0.779	-0.235	-0.389	-0.024	1.257	1.484	-0.69	1.962	-0.351	-0.683	4.804	0.924	-0.833	-0.948	-1.547	-1.362	3.623	0.028	-0.211	-0.548	0.939	-0.25	-0.284	0.051	-1.128	0.433	4.46	0.049	-0.411	2.318	-0.314	-1.263	-1.469	-1.332	-0.226	4.675	-0.272	-0.803	-1.114	-0.411	-0.47
2	212530142	ERBB4	-4.352	-3.424	-0.468	-4.022	2.993	0.236	-0.248	2.51	0.944	1.093	0.445	2.448	0.559	-2.971	-2.029	-2.278	-4.57	-0.663	-3.119	0.361	-4.556	-0.063	2.469	-2.676	-4.253	1.446	0.889	-1.363	2.433	-0.364	-2.516	1.037	0.912	-5.11	-0.726	-1.401	0.938	2.579	0.364	2.163	0.765	1.26	0.243	-4.461	-4.206	-1.262	1.505	0.288	-1.749	-2.517	-4.653	0.705	2	1.514	-4.478	-4.522	-4.026	-0.242	0.484	-2.757
2	215607953	ABCA12	2.639	-3.229	2.168	-1.992	-0.358	3.474	-2.353	-2.955	-3.752	-2.253	4.963	-2.092	3.111	3.938	-1.842	-3.557	3.305	-1.064	2.051	-2.978	-0.554	-3.026	-1.986	-2.6	-1.93	1.812	-0.339	3.839	-3.554	1.379	-2.843	0.294	-3.179	-2.369	1.896	-1.493	-0.475	-2.53	-1.78	-0.342	-0.668	-1.504	4.388	4.535	1.838	1.999	-2.052	-0.904	4.595	-2.286	2.076	2.364	-2.734	3.106	2.235	1.969	-3.34	2.236	1.735	-0.201
2	215971230	FN1	-0.777	-2.27	0.525	-0.521	-0.358	-1.39	-2.349	-2.823	-1.016	-1.691	-1.025	-1.645	0.998	0.014	-1.39	-1.196	1.163	0.623	-0.221	-2.1	-0.211	-2.452	-2.531	-0.482	-1.807	-1.958	-2.236	0.684	-1.526	0.464	-0.649	-3.586	-1.478	0.078	1.117	-1.878	-1.178	-2.372	-2.917	0.577	-0.6	-0.936	-0.701	0.201	-2.199	-2.79	-1.897	-0.71	0.925	-1.699	0.615	-1.925	-2.66	-1.073	0.684	-0.197	-1.926	-2.847	-1.028	0.798
2	216887912	MARCH4	5.301	-0.299	0.124	-0.731	0.094	-1.083	0.741	0.271	0.946	-0.1	-0.975	-0.166	3.388	-0.346	-0.949	0.154	2.103	0.982	0.007	3.955	-0.48	-0.893	0.482	1.137	-0.07	1.141	1.171	0.244	0.725	0.477	0.529	-0.419	-0.266	-1.68	0.182	-0.029	-0.968	0.412	-1.048	-0.395	-0.487	0.471	-0.127	-1.52	-0.769	-0.714	0.508	1.304	0.056	0.997	1.075	-0.335	-0.336	5.311	0.616	0.18	-1.78	-0.578	5.163	-0.408
2	217221887	IGFBP2	0.591	0.026	-0.673	-1.296	2.552	-1.551	-0.944	-0.315	-0.799	1.513	2.309	0.941	-0.198	-1.871	-2.622	-3.049	0.573	0.424	-0.775	0.903	-3.696	-0.274	-1.014	-0.456	-0.093	-0.373	1.101	-0.634	-1.097	-1.404	-2.239	1.399	-2.989	-1.237	0.94	-3.461	-0.085	0.309	-1.254	0.243	-0.004	0.061	2.403	-1.963	-2.634	-2.505	0.323	-0.327	-2.48	2.292	-0.53	0.476	-0.543	-0.152	-1.246	1.619	-0.705	0.877	-0.049	0.027
2	217256794	IGFBP5	-2.384	-2.101	0.972	-0.913	1.216	-1.318	2.425	-0.59	2.396	-0.372	1.181	2.655	-0.522	0.261	-1.567	-2.078	-0.443	-0.661	-0.342	2.488	-0.806	-1.705	2.861	0.842	-2.723	-2.176	-1.769	0.182	2.171	-0.887	1.669	1.177	-2.482	-1.569	-1.097	1.603	-1.541	0.902	-1.74	-0.458	0.647	-1.512	1.174	-1.749	-0.708	-1.546	-2.606	-1.141	-2.496	-1.241	-0.439	-1.544	-0.991	-1.876	-0.283	0.917	-2.278	0.224	-0.919	0.245
2	219195442	PLCD4	-1.082	-1.952	-0.124	-1.502	0.829	0.07	2.715	2.245	-0.561	1.643	1.699	2.621	1.439	-2.215	-2.043	-2.035	-0.167	-0.139	-2.134	2.641	-2.415	-0.344	2.231	-1.88	-2.082	0.233	1.879	-0.769	2.484	-1.278	-2.151	0.707	1.505	-2.428	-1.249	-0.873	-1.567	2.67	2.223	2.453	-2	2.249	0.658	-2.231	-1.776	-1.055	1.875	1.736	-1.889	1.841	-1.831	-0.319	2.627	3.102	-1.845	-2.315	-2.576	2.174	1.769	-2.241
2	219400052	PRKAG3	1.097	0.868	-0.908	1.28	4.668	-0.894	0.204	0.095	-0.632	-0.481	0.807	0.28	-1.196	0.006	2.163	4.841	-0.444	-0.038	-0.345	-0.332	-0.061	0.423	-0.672	1.739	-0.251	-0.211	-0.186	5.816	0.717	-0.296	-0.252	-0.733	0.141	1.628	-2.12	-0.004	-0.689	-0.825	0.618	5.635	0.169	-0.124	0.142	1.31	0.263	4.53	-0.267	-0.285	0.003	-0.031	0.575	-1.063	-0.706	0.234	0.612	0.133	1.434	-0.073	-0.486	6.187
2	219564763	CRYBA2	4.677	0.278	1.353	1.004	5.798	0.284	4.048	-0.798	1.208	1.437	0.3	-0.934	3.118	-1.064	4.365	4.851	1.689	-1.386	-0.015	2.292	0.031	-1.032	0.46	-0.127	1.542	1.165	2.181	0.421	2.725	3.088	0.269	-0.331	-0.273	-2.228	-0.265	-0.468	0.229	0.257	-0.169	-0.287	-0.13	3.967	1.458	-0.564	1.614	1.97	-0.844	0.363	4.285	0.593	1.542	0.277	4.006	4.798	2.755	-0.208	-0.716	1.054	2.351	1.829
2	222068122	EPHA4	2.465	-1.113	0.791	-1.629	-0.837	1.463	-0.855	-2.662	-0.951	-1.84	-1.356	-0.016	-0.372	0.406	-0.803	2.083	0.114	-0.425	-0.851	-2.159	-1.02	1.01	-0.502	-0.969	0.969	-1.329	-1.071	0.377	0.661	-1.751	-1.031	-2.054	-0.95	1.415	-1.947	1.527	0.117	-0.25	-2.574	-1.142	1.494	2.632	0.3	3.835	-0.846	1.558	-1.723	-0.432	0.457	-0.368	-0.747	-0.033	-0.482	3.704	-0.03	2.553	-1.698	0.845	-1.59	0.197
2	222874644	CCDC140	1.459	0.161	-0.83	-1.873	0.512	-1.155	0.416	0.87	0.004	0.688	-0.362	-0.925	-0.651	0.18	-0.172	-0.317	0.644	1.632	1.419	0.997	0.436	-0.361	-0.752	1.87	0.575	0.196	0.723	-1.444	-1.105	0.698	0.394	0.421	0.228	-1.194	-2.639	-1.938	1.881	-0.096	0.478	0.343	0.63	-0.104	0.411	-0.259	-0.268	-2.329	0.504	-0.566	-1.457	0.308	-1.581	-0.721	-0.31	1.074	-1.723	-1.756	1.901	-2.394	-0.76	0.1
2	223064713	SGPP2	-0.082	1.424	2.929	1.952	-0.603	2.433	-2.32	-2.64	-0.013	2.033	-0.513	-1.555	0.517	0.257	2.427	1.751	0.508	-2.195	-0.155	-1.208	1.749	0.738	-0.989	-0.27	0.567	-0.316	2.203	-0.936	-0.665	-2.087	-1.319	-1.106	-0.918	2.284	-0.401	-0.002	-1.389	1.597	-1.663	-2.101	-0.095	0.054	-1.866	2.588	3.302	2.715	-0.237	0.455	1.54	1.27	2.158	2.426	-1.528	2.405	1.422	2.409	0.843	0.587	-1.836	1.724
2	223626745	KCNE4	-1.632	-2.545	-1.523	-3.63	-0.906	-0.189	2.938	-2.896	1.641	-0.529	3.119	2.345	-0.467	0.299	-1.548	-3.098	0.679	-2.255	-1.241	1.49	-4.047	1.211	3.491	-0.711	-2.334	3.35	2.708	-2.548	4.153	3.497	-1.985	3.156	2.455	-3.271	2.279	-3.271	5.47	1.592	3.146	3.588	-1.208	3.524	1.107	-0.979	-1.22	-2.15	-3.984	0.862	-2.388	-1.835	-2.742	-2.037	5.707	-1.412	-2.619	-1.701	-3.094	1.209	-2.863	-1.643
2	227656594	COL4A4	1.881	-0.193	-0.044	-2.432	-0.015	3.429	-0.788	-2.074	0.974	-0.662	-0.266	-0.578	0.174	2.385	0.245	1.804	0.78	-3.288	0.913	-3.041	-1.254	4.093	-1.188	-2.236	1.679	-1.022	-0.873	0.871	-0.07	-0.968	-1.255	0.373	0.342	0.772	-1.379	0.432	-0.368	-1.139	-1.375	1.728	0.514	-1.277	-0.505	0.806	0.519	-0.315	-1.933	-1.359	1.44	-0.331	2.539	0.021	-1.139	3.543	-0.75	-0.72	-1.421	-2.418	-1.401	-0.011
2	228274579	SLC19A3	-0.734	-0.351	-0.981	1.056	-1.913	-0.844	0.833	-1.121	-1.331	-0.962	-1.297	-2.3	-1.448	0.758	-0.944	-1.878	-1.498	2.257	-1.205	-1.166	1.796	0.711	-0.93	-2.438	0.813	-1.007	-0.945	-0.649	-2.37	-1.354	-1.369	-1.321	-1.363	1.333	-1.993	-1.552	-1.5	-3.839	-0.832	-1.027	0.177	-1.054	-0.523	0.051	2.205	-0.761	-2.394	-2.648	-0.378	-1.058	-0.542	-1.673	-1.319	-0.259	-1.457	-1.313	-1.15	-0.989	0.175	0.591
2	228388662	CCL20	0.782	0.13	2.427	2.723	-1.437	0.31	-0.324	-1.62	-0.748	-0.489	1.279	-1.016	-0.049	3.033	-0.694	0.716	-0.186	-0.912	1.074	-0.629	2.307	-0.508	-0.126	0.734	3.9	1.583	-1.047	1.761	-0.438	0.71	-0.401	-1.202	-0.055	3.453	-0.179	0.912	-0.007	0.194	-1.519	-0.712	0.315	-0.222	-0.939	3.784	1.002	5.873	-1.115	-0.646	0.621	-0.946	-0.464	0.517	-0.102	-0.911	1.29	3.76	-0.795	-0.747	-1.008	1.173
2	229720616	PID1	0.629	-1.662	0.589	-0.117	-2.457	-1.694	-2.01	-2.215	-2.414	-1.381	0.84	-1.926	1.023	0.591	0.656	2.273	2.089	-0.33	0.896	-2.018	0.322	0.357	-0.005	1.468	-0.988	-3.253	-0.347	1.734	-0.894	-0.643	1.655	-0.999	-1.889	-2.207	-0.776	3.304	-2.354	-0.662	-3.24	-0.926	-1.542	-2.694	-1.298	-1.395	-1.028	-3.319	-1.233	0.474	0.035	-1.613	1.458	0.192	-3.474	-0.081	-1.034	1.821	-2.511	-1.373	-1.233	1.846
2	230109059	DNER	6.194	1.869	0.187	1.058	-0.437	-0.475	0.142	-1.256	-0.575	-0.429	-0.69	-1.214	0.439	-0.195	0.577	8.097	6.358	-0.596	0.858	-0.557	1.874	0.256	0.466	5.01	0.14	-0.635	-0.351	2.534	-0.583	-0.718	5.435	-0.614	-0.715	-0.484	-0.466	0.988	0.271	-0.116	-0.747	-0.118	-0.592	0.226	-0.073	3.095	-0.014	-0.29	0.022	-0.616	4.313	1.334	0.207	0.287	-0.046	3.459	-0.518	3.317	1.706	-0.859	-0.012	0.039
2	230624946	SLC16A14	0.372	1.264	1.433	-2.208	1.907	2.107	-0.043	-0.881	1.079	0.661	0.787	-0.186	0.447	0.564	0.03	0.533	0.597	0.354	-0.377	0.269	0.598	-1.439	0.568	-0.097	-0.346	-0.551	-2.923	0.804	1.057	-1.702	-2.649	0.854	0.003	-0.33	-0.909	1.615	-1.033	-0.422	0.135	1.071	0.457	-0.251	1.658	-0.348	-0.161	-0.445	0.986	-0.112	0.261	0.951	0.911	1.098	0.431	1.614	-1.457	3.335	-1.926	-1.738	1.091	0.384
2	231689630	HTR2B	-3.239	-0.79	1.306	-3.538	-1.414	-2.174	-1.811	0.049	-1.279	-0.749	-0.45	-1.665	-0.27	0.583	-1.346	0.000875	-0.867	-0.994	-1.915	-1.762	-2.404	-0.247	0.459	-0.921	-2.247	-2.837	-2.061	0.702	0.453	0.022	-3.239	0.137	-1.262	-1.438	-1.174	-1.847	-2.603	-2.698	-2.797	-1.323	0.003	-3.341	-0.783	-1.656	-1.705	2.143	-2.061	-1.148	-2.038	0.658	-0.213	-2.079	-3.35	-0.065	1.145	-2.622	-0.675	-0.212	-0.797	2.078
2	232497165	NPPC	1.591	1.786	-1.285	1.908	1.435	2.899	1.15	4.341	0.301	-2.688	-1.494	2.015	1.226	-0.765	1.194	-0.55	-1.008	-0.396	1.407	-1.566	3.844	2.159	1.238	-0.024	-0.1	-1.455	-1.266	-0.474	-1.163	-1.27	2.834	-0.838	-0.806	0.066	-0.952	3.881	-0.018	2.7	0.004	-0.264	-1.522	-0.888	-1.101	1.761	-0.979	-0.22	4.413	-2.104	-0.602	0.474	-1.05	1.458	-0.975	2.914	-0.178	0.338	-0.249	-1.2	1.507	-1.94
2	233518917	NGEF	1.721	1.267	-1.489	0.898	0.392	-0.359	-1.679	-0.584	1.705	-0.613	-0.062	-0.69	-0.595	-0.557	1.361	-1.117	1.777	2.327	1.204	-2.351	1.042	-2.379	-1.214	1.525	0.737	0.15	0.392	-0.226	-0.54	1.586	1.311	0.433	1.689	0.627	1.651	-3.004	1.336	-1.797	-0.627	0.708	0.545	-1.037	-1.177	-1.512	0.699	-0.185	-1.941	-1.724	1.372	-0.793	0.372	2.314	-0.768	2.781	0.447	1.741	2.352	2.275	-1.253	1.063
2	233900744	SAG	-1.737	-1.917	-1.224	-2.345	2.362	-0.941	-0.654	3.105	5.006	0.089	4.962	2.439	-0.749	-1.495	-3.247	-1.835	0.371	4.222	-0.819	-1.176	-2.075	-0.831	2.86	-1.209	-1.446	1.895	2.058	3.611	-1.579	-0.9	-1.448	0.042	1.149	-1.625	0.729	-1.644	-0.155	1.095	-1.364	2.871	-0.689	-1.213	1.849	-2.131	-1.681	0.11	3.877	1.788	-1.348	-1.614	-1.423	0.169	-1.629	0.958	-1.702	-1.397	0.024	4.176	0.123	1.166
2	234541843	TRPM8	0.249	-0.674	0.275	-1.142	-0.689	-0.352	1.074	-0.204	0.14	-0.532	-0.585	-1.083	-0.312	0.623	-0.152	-0.1	0.177	-0.278	0.702	-0.032	3.041	0.019	0.056	4.31	2.195	-0.198	0.016	1.23	-0.916	0.389	0.566	-0.453	0.078	-2.049	0.33	0.613	-0.134	-0.217	-0.201	0.456	0.735	0.353	0.66	-0.064	2.023	-1.043	-0.012	-0.99	0.124	-0.274	0.32	-0.243	-0.486	-0.181	-0.362	0.02	-0.842	-0.632	-0.452	0.169
2	237149426	CXCR7	1.268	-2.629	0.01	-0.781	1.074	-0.16	1.259	2.715	-0.735	1.597	0.956	-1.239	1.076	-0.67	-1.675	-0.426	-0.457	-0.368	-1.018	1.318	-1.436	0.123	1.1	1.015	-1.512	-0.321	1.926	0.131	-0.186	-0.166	-0.225	0.037	-0.084	-1.697	-1.055	-2.755	-0.717	-1.892	1.349	-0.23	0.139	-1.003	0.144	-1.587	-1.114	-2.264	-0.87	-0.602	-1.283	1.293	-0.459	4.004	-1.697	1.241	-0.079	-0.23	-1.5	-2.453	0.625	0.317
2	238094658	MLPH	-3.267	-3.449	-0.688	-4.068	-0.234	-1.325	0.527	1.453	-0.188	0.067	0.294	1.094	0.791	-0.323	-4.199	-5.583	0.137	0.628	-0.557	0.543	-3.681	-0.951	-0.582	-2.444	-4.111	1.531	0.605	-0.433	0.753	-1.153	-3.583	1.3	-0.272	-3.974	0.966	-4.987	0.234	0.63	0.266	0.776	-1.025	0.831	1.176	-2.308	-4.814	-0.884	0.176	0.409	-2.191	0.924	-1.335	0.898	1.391	-1.002	-1.579	-4	-4.683	1.507	0.883	-0.716
2	238459210	RAMP1	-1.997	-3.221	-0.722	-1.436	1.179	-1.917	1.354	2.38	0.011	-1.077	0.991	-2.873	-0.74	-0.916	-2.723	-3.463	-1.068	3.094	-1.241	3.022	-2.532	-0.332	2.804	-2.301	-3.316	2.384	1.827	-1.268	2.743	-0.853	-1.565	1.34	-1.628	-3.114	-2.039	1.391	1.134	0.218	2.536	1.938	-1.349	-0.529	-2.99	-0.6	-0.828	-2.81	2.265	2.366	-1.74	2.332	-1.299	1.567	2.678	2.427	-0.639	0.811	1.929	-0.528	2.739	-0.452
